,Poste,Note,Nb match,Variation,But,%Titu,Temps,Tps moy,Cleansheet,Pass decis.,Occas° créée,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Ligue,Valeur_Joueur,Note_Max,Note_Min_Sans_Zero,Note_Mediane
666,MO,5.07,23,0.64,0,0.52,1000,43.48,4.5,2.0,5.0,10.0,0.7613,649.0,2.0,3.0,33.61,7.0,0.0,0.0,Ligue 1,7.0,7.0,4.0,4.5
667,G,5.07,30,1.19,0,1.0,2668,88.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,42.0,Ligue 1,16.0,8.0,3.0,4.5
668,DC,5.06,17,0.56,0,0.29,539,31.71,2.0,0.0,0.0,1.0,0.6647,370.0,12.0,10.0,54.69,10.0,0.0,0.0,Ligue 1,8.0,5.5,3.5,0.0
669,MD,5.06,26,0.74,0,0.5,1302,50.08,3.0,2.0,1.0,4.0,0.7562,856.0,11.0,23.0,47.52,41.0,0.0,0.0,Ligue 1,10.0,7.0,3.0,4.75
670,MD,5.06,27,0.76,0,0.81,1951,72.26,7.5,0.0,1.0,2.0,0.8571,1365.0,19.0,14.0,50.5,5.0,0.0,0.0,Ligue 1,9.0,6.5,3.0,5.0
671,MD,5.06,26,0.59,0,0.42,1077,41.42,3.0,0.0,2.0,5.0,0.7703,652.0,15.0,11.0,58.49,12.0,0.0,0.0,Ligue 1,11.0,6.5,3.5,5.0
672,MO,5.04,26,0.69,0,0.58,1426,54.85,0.5,3.0,2.0,11.0,0.846,945.0,15.0,22.0,37.1,31.0,0.0,0.0,Ligue 1,8.0,6.5,3.5,4.75
673,DL,5.04,28,0.83,0,0.86,1960,70.0,8.5,6.0,3.0,6.0,0.7746,1725.0,22.0,33.0,61.11,20.0,0.0,0.0,Ligue 1,8.0,7.0,3.5,5.0
674,MD,5.03,15,0.79,0,0.93,1098,73.2,0.0,1.0,1.0,1.0,0.8359,925.0,27.0,24.0,52.76,30.0,0.0,0.0,Ligue 1,9.0,6.0,3.5,0.0
675,DC,5.02,30,1.04,0,0.9,2489,82.97,6.5,0.0,0.0,1.0,0.7898,1643.0,63.0,26.0,62.17,38.0,0.0,0.0,Ligue 1,13.0,7.0,2.5,5.0
676,DC,5.02,24,0.83,0,0.92,1959,81.63,7.0,0.0,0.0,4.0,0.8455,1763.0,48.0,24.0,63.24,22.0,0.0,0.0,Ligue 1,10.0,7.0,4.0,4.25
677,MD,5.02,24,0.74,0,0.29,705,29.38,0.0,2.0,2.0,2.0,0.7956,471.0,9.0,15.0,52.34,17.0,0.0,0.0,Ligue 1,9.0,7.0,3.0,4.5
678,DL,5.0,37,0.87,0,1.0,3330,90.0,9.0,0.0,0.0,11.0,0.8329,2441.0,41.0,31.0,60.27,19.0,0.0,0.0,Ligue 1,10.0,6.0,3.0,5.0
679,MD,5.0,15,1.05,0,0.8,1065,71.0,3.5,0.0,0.0,0.0,0.8748,711.0,10.0,9.0,50.38,18.0,0.0,0.0,Ligue 1,10.0,7.0,3.0,0.0
680,MO,5.0,20,0.58,0,0.2,556,27.8,0.0,1.0,2.0,4.0,0.8746,591.0,7.0,7.0,45.63,9.0,0.0,0.0,Ligue 1,7.0,6.0,3.0,3.75
681,MD,5.0,35,0.8,0,0.77,2398,68.51,7.5,2.0,0.0,4.0,0.8427,1522.0,24.0,35.0,41.33,33.0,0.0,0.0,Ligue 1,10.0,7.0,3.5,5.0
682,DC,5.0,26,0.8,0,0.69,1761,67.73,4.0,1.0,2.0,1.0,0.8156,1044.0,36.0,26.0,59.88,23.0,0.0,0.0,Ligue 1,9.0,7.0,3.5,4.5
683,DC,5.0,20,0.92,0,0.95,1656,82.8,3.5,0.0,0.0,0.0,0.8446,1033.0,18.0,16.0,63.96,10.0,0.0,0.0,Ligue 1,3.0,6.0,2.5,3.25
684,DC,4.99,35,1.06,0,1.0,3119,89.11,9.5,1.0,1.0,3.0,0.8138,1992.0,54.0,24.0,65.18,28.0,0.0,0.0,Ligue 1,11.0,7.0,2.5,5.0
685,MD,4.98,31,0.6,0,0.55,1761,56.81,3.0,1.0,2.0,6.0,0.8576,1272.0,22.0,26.0,52.5,18.0,0.0,0.0,Ligue 1,10.0,6.0,4.0,5.0
686,A,4.97,29,0.65,0,0.62,1745,60.17,5.5,2.0,2.0,18.0,0.81,1240.0,22.0,14.0,51.37,17.0,0.0,0.0,Ligue 1,11.0,7.0,4.0,4.5
687,DC,4.96,36,0.84,0,0.97,3093,85.92,10.5,0.0,3.0,6.0,0.7493,2038.0,53.0,30.0,53.44,42.0,0.0,0.0,Ligue 1,13.0,6.0,3.0,5.0
688,DL,4.96,27,0.71,0,0.37,1198,44.37,5.0,1.0,2.0,3.0,0.8255,967.0,23.0,16.0,45.8,20.0,0.0,0.0,Ligue 1,9.0,7.0,3.0,5.0
689,DL,4.95,21,0.52,0,0.57,958,45.62,2.5,0.0,0.0,5.0,0.8404,658.0,17.0,19.0,50.0,14.0,0.0,0.0,Ligue 1,8.0,6.5,3.5,4.5
690,DL,4.95,33,0.64,0,0.85,2457,74.45,4.5,0.0,1.0,11.0,0.8124,1911.0,64.0,58.0,57.63,30.0,0.0,0.0,Ligue 1,11.0,6.0,3.5,5.0
691,MD,4.95,19,0.52,0,0.26,471,24.79,1.0,0.0,0.0,2.0,0.8052,430.0,1.0,12.0,49.51,13.0,0.0,0.0,Ligue 1,9.0,6.0,4.0,2.0
692,DL,4.94,18,0.48,0,0.5,832,46.22,1.0,0.0,1.0,5.0,0.8369,610.0,10.0,11.0,59.32,17.0,0.0,0.0,Ligue 1,8.0,6.5,4.5,0.0
693,DL,4.93,20,0.73,0,0.7,1317,65.85,5.5,2.0,2.0,9.0,0.8067,1039.0,10.0,27.0,42.92,37.0,0.0,0.0,Ligue 1,9.0,6.0,3.5,3.75
694,MD,4.93,15,0.62,0,0.47,661,44.07,2.0,0.0,0.0,2.0,0.7658,508.0,5.0,12.0,45.26,19.0,0.0,0.0,Ligue 1,8.0,6.0,3.5,0.0
695,DC,4.92,32,0.96,0,0.94,2569,80.28,9.5,0.0,0.0,4.0,0.7833,1708.0,58.0,27.0,60.92,28.0,0.0,0.0,Ligue 1,9.0,6.5,3.0,5.0
696,DC,4.91,16,1.07,0,0.75,1059,66.19,4.0,0.0,0.0,2.0,0.8098,568.0,20.0,4.0,50.0,13.0,0.0,0.0,Ligue 1,5.0,6.5,2.0,0.0
697,DC,4.9,26,0.79,0,0.88,2016,77.54,6.5,0.0,1.0,1.0,0.781,1448.0,38.0,22.0,60.91,31.0,0.0,0.0,Ligue 1,9.0,6.0,3.0,4.5
698,DL,4.9,29,0.94,0,0.97,2442,84.21,7.0,4.0,2.0,16.0,0.8235,1728.0,26.0,34.0,54.89,30.0,0.0,0.0,Ligue 1,9.0,7.0,3.0,4.5
699,A,4.9,25,0.35,0,0.08,424,16.96,0.0,0.0,1.0,8.0,0.6965,256.0,6.0,6.0,37.68,5.0,0.0,0.0,Ligue 1,7.0,6.0,4.0,4.75
700,DL,4.89,22,0.63,0,0.91,1761,80.05,10.0,1.0,3.0,5.0,0.7918,1289.0,21.0,17.0,48.25,25.0,0.0,0.0,Ligue 1,9.0,6.0,3.0,4.5
701,DC,4.88,30,1.33,0,1.0,2696,89.87,10.0,2.0,2.0,4.0,0.8308,1388.0,41.0,27.0,59.58,33.0,0.0,0.0,Ligue 1,13.0,7.0,1.5,4.75
702,DC,4.87,23,0.86,0,0.78,1644,71.48,4.0,0.0,0.0,1.0,0.7834,970.0,34.0,13.0,55.0,18.0,0.0,0.0,Ligue 1,1.0,6.5,3.5,4.0
703,DL,4.86,22,0.69,0,0.27,775,35.23,1.5,1.0,0.0,7.0,0.7199,501.0,14.0,6.0,52.08,16.0,0.0,0.0,Ligue 1,7.0,7.0,3.5,4.25
704,G,4.85,27,1.33,0,1.0,2430,90.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,30.0,Ligue 1,14.0,8.0,2.0,4.25
705,DL,4.85,24,0.83,0,0.96,1982,82.58,8.5,1.0,3.0,11.0,0.797,1482.0,31.0,22.0,46.15,27.0,0.0,0.0,Ligue 1,10.0,6.0,3.0,4.5
706,DC,4.85,23,0.83,0,0.52,1218,52.96,3.0,1.0,2.0,1.0,0.8048,822.0,19.0,11.0,52.99,19.0,0.0,0.0,Ligue 1,9.0,7.0,3.0,4.0
707,DL,4.85,17,0.75,0,0.76,1077,63.35,5.0,2.0,4.0,9.0,0.7014,674.0,16.0,13.0,53.39,16.0,0.0,0.0,Ligue 1,7.0,6.0,2.5,0.0
708,MD,4.84,22,0.52,0,0.59,1064,48.36,1.5,1.0,1.0,4.0,0.7556,465.0,11.0,18.0,44.83,20.0,0.0,0.0,Ligue 1,9.0,6.0,3.5,4.5
709,DC,4.83,35,1.03,0,1.0,2871,82.03,6.0,0.0,1.0,7.0,0.8624,1799.0,21.0,31.0,56.01,67.0,0.0,0.0,Ligue 1,10.0,6.5,3.0,4.75
710,G,4.82,19,1.45,0,1.0,1710,90.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,24.0,Ligue 1,7.0,7.0,2.5,1.25
711,MD,4.82,31,0.88,0,0.94,2460,79.35,5.5,2.0,3.0,10.0,0.7903,1490.0,19.0,25.0,48.96,29.0,0.0,0.0,Ligue 1,9.0,7.0,3.0,4.5
712,DL,4.81,27,0.54,0,0.67,1628,60.3,2.5,2.0,1.0,13.0,0.7209,808.0,17.0,7.0,40.0,11.0,0.0,0.0,Ligue 1,10.0,6.0,3.5,4.5
713,DL,4.8,20,0.57,0,0.7,1174,58.7,4.0,0.0,1.0,10.0,0.8021,997.0,18.0,9.0,50.0,15.0,0.0,0.0,Ligue 1,6.0,5.5,3.0,3.5
714,DL,4.8,22,0.61,0,0.68,1326,60.27,2.5,0.0,0.0,3.0,0.8024,850.0,22.0,19.0,55.48,10.0,0.0,0.0,Ligue 1,8.0,6.0,3.0,4.25
715,A,4.8,28,0.6,0,0.21,887,31.68,1.5,1.0,4.0,11.0,0.7545,468.0,6.0,8.0,41.51,10.0,0.0,0.0,Ligue 1,8.0,6.0,3.5,4.5
716,DL,4.8,15,0.41,0,0.6,869,57.93,0.0,1.0,2.0,4.0,0.7608,518.0,7.0,11.0,62.37,10.0,0.0,0.0,Ligue 1,9.0,5.0,3.5,0.0
717,MO,4.79,17,0.59,0,0.53,808,47.53,3.0,0.0,0.0,7.0,0.7639,478.0,8.0,12.0,48.48,13.0,0.0,0.0,Ligue 1,6.0,6.0,3.5,0.0
718,DC,4.79,26,0.9,0,0.69,1696,65.23,5.0,1.0,2.0,0.0,0.7825,1104.0,17.0,16.0,54.48,15.0,0.0,0.0,Ligue 1,9.0,6.0,2.5,4.5
719,DL,4.79,21,0.66,0,0.52,1042,49.62,0.5,1.0,2.0,5.0,0.7282,753.0,14.0,16.0,41.03,19.0,0.0,0.0,Ligue 1,8.0,6.0,3.0,3.75
720,DL,4.79,31,0.74,0,0.81,2158,69.61,1.5,1.0,0.0,11.0,0.8048,1232.0,24.0,14.0,58.01,8.0,0.0,0.0,Ligue 1,8.0,6.0,3.0,4.75
721,DC,4.78,20,0.97,0,0.9,1600,80.0,1.5,1.0,0.0,3.0,0.8301,931.0,25.0,14.0,61.47,10.0,0.0,0.0,Ligue 1,9.0,6.5,3.0,3.25
722,DL,4.78,18,1.03,0,0.78,1258,69.89,4.5,1.0,1.0,2.0,0.7871,1031.0,22.0,21.0,51.28,17.0,0.0,0.0,Ligue 1,7.0,6.5,2.5,0.0
723,G,4.77,32,1.25,0,1.0,2799,87.47,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,29.0,Ligue 1,13.0,7.5,2.0,4.25
724,DL,4.75,18,0.81,0,0.94,1465,81.39,3.0,1.0,0.0,8.0,0.7333,1130.0,43.0,30.0,55.28,27.0,0.0,0.0,Ligue 1,9.0,6.0,3.0,0.0
725,DC,4.75,34,0.86,0,0.79,2514,73.94,8.0,0.0,2.0,14.0,0.659,1860.0,28.0,39.0,51.54,38.0,0.0,0.0,Ligue 1,11.0,6.5,1.5,5.0
726,DL,4.75,32,0.75,0,0.28,1100,34.38,0.5,2.0,1.0,14.0,0.6491,774.0,9.0,5.0,55.64,14.0,0.0,0.0,Ligue 1,8.0,7.0,3.0,5.0
727,DL,4.75,26,0.97,0,1.0,2264,87.08,4.0,0.0,3.0,7.0,0.7861,1831.0,38.0,44.0,54.72,28.0,0.0,0.0,Ligue 1,10.0,6.0,2.5,4.25
728,MO,4.57,15,0.18,0,0.0,164,10.93,0.0,0.0,0.0,1.0,0.7167,128.0,1.0,0.0,41.94,5.0,0.0,0.0,Ligue 1,1.0,5.0,4.5,0.0
729,DL,4.56,26,0.65,0,0.54,1354,52.08,2.5,0.0,0.0,11.0,0.6222,925.0,35.0,23.0,54.17,19.0,0.0,0.0,Ligue 1,7.0,5.5,3.0,4.5
730,DL,4.55,28,1.01,0,0.89,2182,77.93,5.0,0.0,0.0,4.0,0.7386,1368.0,29.0,31.0,50.43,41.0,0.0,0.0,Ligue 1,9.0,7.0,3.0,4.25
731,DL,4.48,30,0.8,0,1.0,2504,83.47,5.5,0.0,4.0,22.0,0.7621,1712.0,33.0,40.0,50.35,46.0,0.0,0.0,Ligue 1,9.0,6.0,3.5,4.0
732,DL,4.47,30,0.82,0,0.9,2459,81.97,4.5,0.0,0.0,15.0,0.7111,1695.0,66.0,45.0,55.03,40.0,0.0,0.0,Ligue 1,8.0,6.5,3.0,4.5
733,DL,4.45,21,0.69,0,0.57,1357,64.62,0.0,0.0,0.0,4.0,0.8683,856.0,16.0,12.0,61.8,10.0,0.0,0.0,Ligue 1,8.0,5.5,3.0,3.25
734,DC,4.45,38,0.96,0,0.95,3193,84.03,1.5,0.0,0.0,2.0,0.8235,1844.0,26.0,26.0,55.71,29.0,0.0,0.0,Ligue 1,8.0,6.0,3.0,4.5
735,DL,4.44,24,0.84,0,0.88,1792,74.67,1.5,0.0,2.0,8.0,0.8065,1253.0,28.0,32.0,52.4,27.0,0.0,0.0,Ligue 1,5.0,6.0,3.0,3.75
736,DC,4.4,36,1.01,0,0.97,3097,86.03,4.0,0.0,0.0,0.0,0.8553,1812.0,60.0,36.0,59.35,42.0,0.0,0.0,Ligue 1,9.0,6.0,2.0,4.0
737,DC,4.2,30,1.21,0,0.97,2580,86.0,3.5,0.0,0.0,1.0,0.8025,1448.0,53.0,26.0,58.06,45.0,0.0,0.0,Ligue 1,8.0,6.0,2.0,3.5
738,A,6.21,35,1.41,36,0.94,2776,79.31,14.0,8.0,11.0,24.0,0.7544,828.0,3.0,2.0,40.74,31.0,0.0,0.0,Premier League,92.0,9.0,3.5,6.0
739,A,6.21,38,1.06,30,1.0,3406,89.63,11.0,3.0,14.0,30.0,0.722,1469.0,2.0,12.0,42.86,31.0,0.0,0.0,Premier League,77.0,8.5,4.0,6.25
740,A,5.61,33,1.42,20,1.0,2953,89.48,8.5,4.0,12.0,29.0,0.64,1338.0,14.0,12.0,45.89,52.0,0.0,0.0,Premier League,50.0,9.0,3.5,5.0
741,A,5.53,38,1.38,19,0.97,3294,86.68,11.5,12.0,15.0,41.0,0.7787,1789.0,6.0,12.0,34.16,20.0,0.0,0.0,Premier League,67.0,9.0,2.5,5.5
742,A,5.45,31,1.37,18,0.68,1885,60.81,9.5,5.0,5.0,18.0,0.6829,553.0,1.0,3.0,37.11,21.0,0.0,0.0,Premier League,25.0,8.0,3.5,4.5
743,A,5.7,35,1.31,17,0.91,2889,82.54,14.5,5.0,5.0,28.0,0.7799,1330.0,6.0,10.0,38.8,15.0,0.0,0.0,Premier League,41.0,8.5,3.5,5.5
744,MO,6.19,37,1.3,15,1.0,3144,84.97,14.5,7.0,14.0,19.0,0.831,2228.0,6.0,23.0,44.09,30.0,0.0,0.0,Premier League,47.0,8.0,3.5,6.0
745,MO,5.88,36,1.1,15,0.94,2804,77.89,15.5,5.0,11.0,40.0,0.8295,1637.0,9.0,18.0,38.42,39.0,0.0,0.0,Premier League,37.0,8.0,4.0,6.0
746,A,5.36,37,1.29,15,0.97,3134,84.7,14.5,6.0,4.0,24.0,0.6969,1014.0,10.0,13.0,40.11,26.0,0.0,0.0,Premier League,50.0,8.5,3.0,5.0
747,A,5.93,38,1.22,14,0.97,3191,83.97,13.5,11.0,8.0,41.0,0.7973,2063.0,14.0,34.0,47.21,43.0,0.0,0.0,Premier League,51.0,8.0,2.5,6.0
748,A,5.25,24,1.63,14,0.96,2011,83.79,6.5,1.0,5.0,20.0,0.6086,932.0,3.0,7.0,44.11,34.0,0.0,0.0,Premier League,12.0,8.5,2.5,4.0
749,MO,5.37,34,1.32,13,0.94,2718,79.94,5.5,1.0,5.0,19.0,0.731,1237.0,8.0,14.0,35.65,39.0,0.0,0.0,Premier League,25.0,8.0,3.0,5.0
750,A,5.27,31,1.18,13,0.74,1942,62.65,4.5,1.0,3.0,21.0,0.7196,842.0,6.0,10.0,36.16,29.0,0.0,0.0,Premier League,22.0,8.0,3.0,5.0
